,G,Date,Site,Opp,W/L,score_Tm,score_Opp,Tm_FG,Tm_FGA,Tm_FG%,Tm_3P,Tm_3PA,Tm_3P%,Tm_FT,Tm_FTA,Tm_FT%,Tm_ORB,Tm_TRB,Tm_AST,Tm_STL,Tm_BLK,Tm_TOV,Tm_PF,blank,opp_FG,opp_FGA,opp_FG%,opp_3P,opp_3PA,opp_3P%,opp_FT,opp_FTA,opp_FT%,opp_ORB,opp_TRB,opp_AST,opp_STL,opp_BLK,opp_TOV,opp_PF,Team
405,9,2017-12-09,,Milwaukee,W,90.0,69.0,31.0,53.0,0.585,16.0,26.0,0.615,12.0,17.0,0.706,2.0,35.0,24.0,7.0,4.0,16.0,11.0,,27.0,68.0,0.397,7.0,26.0,0.26899999999999996,8.0,9.0,0.889,9.0,31.0,18.0,8.0,1.0,13.0,20.0,Western Illinois
406,10,2017-12-19,@,Eastern Illinois,L,77.0,78.0,28.0,51.0,0.5489999999999999,10.0,22.0,0.455,11.0,14.0,0.7859999999999999,7.0,29.0,13.0,3.0,0.0,16.0,22.0,,27.0,55.0,0.491,5.0,13.0,0.385,19.0,28.0,0.679,9.0,25.0,11.0,7.0,3.0,8.0,15.0,Western Illinois
407,11,2017-12-21,@,Butler,L,46.0,107.0,20.0,61.0,0.32799999999999996,1.0,15.0,0.067,5.0,6.0,0.833,9.0,26.0,5.0,3.0,4.0,19.0,15.0,,37.0,66.0,0.561,18.0,31.0,0.581,15.0,18.0,0.833,9.0,39.0,23.0,12.0,9.0,8.0,13.0,Western Illinois
408,12,2017-12-31,,Lincoln Christian,W,91.0,57.0,37.0,68.0,0.544,8.0,22.0,0.364,9.0,9.0,1.0,6.0,41.0,19.0,2.0,9.0,9.0,9.0,,18.0,63.0,0.28600000000000003,10.0,27.0,0.37,11.0,14.0,0.7859999999999999,6.0,30.0,11.0,5.0,1.0,14.0,16.0,Western Illinois
409,13,2018-01-03,@,South Dakota,L,50.0,62.0,18.0,55.0,0.327,4.0,24.0,0.16699999999999998,10.0,16.0,0.625,8.0,33.0,6.0,5.0,1.0,13.0,24.0,,19.0,57.0,0.33299999999999996,3.0,20.0,0.15,21.0,31.0,0.677,14.0,45.0,5.0,7.0,1.0,10.0,15.0,Western Illinois
410,14,2018-01-06,@,Oral Roberts,L,66.0,81.0,26.0,58.0,0.44799999999999995,7.0,21.0,0.33299999999999996,7.0,8.0,0.875,6.0,22.0,12.0,7.0,5.0,12.0,14.0,,30.0,66.0,0.455,6.0,15.0,0.4,15.0,16.0,0.938,17.0,38.0,9.0,10.0,5.0,11.0,12.0,Western Illinois
411,15,2018-01-11,,Nebraska-Omaha,L,66.0,87.0,24.0,58.0,0.414,5.0,21.0,0.23800000000000002,13.0,19.0,0.684,1.0,29.0,10.0,4.0,2.0,10.0,17.0,,33.0,62.0,0.532,13.0,27.0,0.48100000000000004,8.0,15.0,0.5329999999999999,6.0,36.0,16.0,6.0,1.0,12.0,15.0,Western Illinois
412,16,2018-01-13,,Oak Hills,W,107.0,45.0,42.0,75.0,0.56,6.0,10.0,0.6,17.0,30.0,0.5670000000000001,19.0,56.0,16.0,11.0,4.0,9.0,9.0,,16.0,62.0,0.258,6.0,28.0,0.214,7.0,9.0,0.778,4.0,25.0,4.0,2.0,2.0,17.0,20.0,Western Illinois
413,17,2018-01-17,,IPFW,W (1 OT),75.0,74.0,27.0,60.0,0.45,9.0,21.0,0.429,12.0,19.0,0.632,5.0,35.0,9.0,3.0,3.0,18.0,21.0,,26.0,64.0,0.406,7.0,21.0,0.33299999999999996,15.0,24.0,0.625,8.0,38.0,10.0,12.0,3.0,14.0,18.0,Western Illinois
414,18,2018-01-20,,South Dakota State,L,70.0,98.0,27.0,62.0,0.435,7.0,15.0,0.467,9.0,14.0,0.643,3.0,31.0,8.0,2.0,4.0,11.0,14.0,,33.0,66.0,0.5,14.0,28.0,0.5,18.0,20.0,0.9,6.0,41.0,17.0,7.0,2.0,7.0,15.0,Western Illinois
415,19,2018-01-25,@,Denver,L,58.0,70.0,21.0,48.0,0.43799999999999994,6.0,16.0,0.375,10.0,16.0,0.625,4.0,23.0,6.0,2.0,2.0,12.0,18.0,,25.0,45.0,0.556,8.0,12.0,0.667,12.0,16.0,0.75,3.0,26.0,19.0,4.0,3.0,11.0,16.0,Western Illinois
416,20,2018-01-27,@,North Dakota State,L,69.0,80.0,28.0,60.0,0.467,5.0,13.0,0.385,8.0,12.0,0.667,5.0,26.0,7.0,4.0,2.0,7.0,15.0,,31.0,56.0,0.5539999999999999,8.0,20.0,0.4,10.0,14.0,0.7140000000000001,5.0,27.0,11.0,3.0,4.0,9.0,12.0,Western Illinois
417,21,2018-02-01,,South Dakota,L,54.0,80.0,17.0,57.0,0.298,6.0,19.0,0.316,14.0,18.0,0.778,5.0,29.0,6.0,6.0,3.0,12.0,17.0,,29.0,61.0,0.475,8.0,21.0,0.381,14.0,20.0,0.7,8.0,45.0,10.0,8.0,1.0,10.0,16.0,Western Illinois
418,22,2018-02-03,,Oral Roberts,W,82.0,56.0,29.0,55.0,0.527,7.0,18.0,0.389,17.0,19.0,0.895,6.0,33.0,10.0,2.0,5.0,5.0,12.0,,21.0,62.0,0.33899999999999997,5.0,15.0,0.33299999999999996,9.0,13.0,0.6920000000000001,10.0,28.0,8.0,3.0,2.0,6.0,18.0,Western Illinois
419,23,2018-02-08,@,Nebraska-Omaha,L,68.0,71.0,27.0,53.0,0.509,11.0,23.0,0.478,3.0,7.0,0.429,4.0,23.0,12.0,2.0,3.0,8.0,15.0,,26.0,56.0,0.46399999999999997,9.0,24.0,0.375,10.0,16.0,0.625,6.0,29.0,12.0,2.0,2.0,7.0,12.0,Western Illinois
420,24,2018-02-14,@,IPFW,L,74.0,90.0,27.0,67.0,0.40299999999999997,7.0,20.0,0.35,13.0,17.0,0.765,7.0,29.0,7.0,6.0,2.0,8.0,19.0,,33.0,63.0,0.524,10.0,22.0,0.455,14.0,21.0,0.667,6.0,37.0,13.0,7.0,6.0,11.0,16.0,Western Illinois
421,25,2018-02-17,@,South Dakota State,L,62.0,82.0,24.0,59.0,0.40700000000000003,4.0,18.0,0.222,10.0,15.0,0.667,3.0,34.0,6.0,3.0,2.0,8.0,18.0,,28.0,63.0,0.444,7.0,24.0,0.292,19.0,25.0,0.76,5.0,36.0,9.0,5.0,4.0,4.0,15.0,Western Illinois
422,26,2018-02-22,,North Dakota State,W,82.0,74.0,24.0,52.0,0.462,1.0,9.0,0.111,33.0,41.0,0.805,4.0,32.0,6.0,5.0,4.0,5.0,19.0,,24.0,54.0,0.444,8.0,25.0,0.32,18.0,23.0,0.7829999999999999,4.0,30.0,10.0,2.0,3.0,13.0,29.0,Western Illinois
423,27,2018-02-24,,Denver,L,52.0,89.0,17.0,47.0,0.36200000000000004,2.0,12.0,0.16699999999999998,16.0,22.0,0.727,5.0,29.0,2.0,5.0,2.0,16.0,15.0,,36.0,69.0,0.522,9.0,22.0,0.409,8.0,16.0,0.5,13.0,40.0,22.0,8.0,2.0,7.0,15.0,Western Illinois
424,28,2018-03-03,N,South Dakota State,L,60.0,66.0,25.0,56.0,0.446,4.0,15.0,0.267,6.0,10.0,0.6,4.0,36.0,6.0,4.0,7.0,10.0,21.0,,21.0,64.0,0.32799999999999996,7.0,28.0,0.25,17.0,25.0,0.68,11.0,39.0,7.0,3.0,1.0,6.0,12.0,Western Illinois
425,"Provided by <a href=""https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"">CBB at Sports Reference</a>: <a href=""https://www.sports-reference.com/cbb/schools/western-illinois/2018-gamelogs.html?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#sgl-basic"">View Original Table</a><br>Generated 3/13/2018.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Illinois
426,1,2017-11-10,,Missouri State,L,80.0,85.0,22.0,56.0,0.39299999999999996,8.0,21.0,0.381,28.0,36.0,0.778,11.0,29.0,9.0,3.0,5.0,15.0,19.0,,34.0,61.0,0.557,6.0,13.0,0.462,11.0,18.0,0.611,10.0,36.0,13.0,5.0,3.0,18.0,31.0,Western Kentucky
427,2,2017-11-15,,Kentucky Wesleyan,W,83.0,53.0,30.0,69.0,0.435,4.0,17.0,0.235,19.0,24.0,0.792,20.0,38.0,17.0,12.0,1.0,10.0,9.0,,23.0,48.0,0.479,4.0,21.0,0.19,3.0,5.0,0.6,4.0,24.0,13.0,3.0,5.0,24.0,20.0,Western Kentucky
428,3,2017-11-19,,Nicholls State,W,100.0,86.0,35.0,61.0,0.574,4.0,8.0,0.5,26.0,45.0,0.578,8.0,38.0,15.0,9.0,6.0,20.0,16.0,,30.0,78.0,0.385,8.0,33.0,0.242,18.0,21.0,0.857,15.0,41.0,9.0,10.0,3.0,20.0,32.0,Western Kentucky
429,4,2017-11-22,N,Villanova,L,58.0,66.0,24.0,54.0,0.444,7.0,11.0,0.636,3.0,4.0,0.75,5.0,25.0,10.0,6.0,1.0,16.0,10.0,,26.0,57.0,0.456,7.0,22.0,0.318,7.0,9.0,0.778,11.0,31.0,12.0,11.0,7.0,14.0,14.0,Western Kentucky
430,5,2017-11-23,N,Purdue,W,77.0,73.0,28.0,55.0,0.509,5.0,12.0,0.41700000000000004,16.0,24.0,0.667,10.0,33.0,14.0,6.0,2.0,12.0,15.0,,24.0,59.0,0.40700000000000003,8.0,27.0,0.29600000000000004,17.0,20.0,0.85,9.0,30.0,17.0,6.0,3.0,13.0,21.0,Western Kentucky
431,6,2017-11-24,N,SMU,W,63.0,61.0,25.0,55.0,0.455,6.0,18.0,0.33299999999999996,7.0,12.0,0.583,6.0,24.0,13.0,11.0,4.0,13.0,11.0,,25.0,56.0,0.446,8.0,18.0,0.444,3.0,6.0,0.5,11.0,37.0,16.0,8.0,7.0,20.0,12.0,Western Kentucky
432,7,2017-11-29,,Eastern Kentucky,W,83.0,51.0,34.0,60.0,0.5670000000000001,10.0,18.0,0.556,5.0,8.0,0.625,9.0,35.0,24.0,7.0,6.0,6.0,10.0,,21.0,57.0,0.368,8.0,20.0,0.4,1.0,3.0,0.33299999999999996,7.0,23.0,9.0,5.0,2.0,12.0,13.0,Western Kentucky
433,8,2017-12-02,,Wright State,W,78.0,60.0,28.0,54.0,0.519,8.0,19.0,0.42100000000000004,14.0,17.0,0.8240000000000001,5.0,34.0,15.0,5.0,6.0,14.0,18.0,,22.0,60.0,0.36700000000000005,9.0,27.0,0.33299999999999996,7.0,13.0,0.5379999999999999,8.0,30.0,16.0,8.0,1.0,11.0,18.0,Western Kentucky
434,9,2017-12-10,@,Ohio,L,84.0,89.0,32.0,68.0,0.47100000000000003,5.0,18.0,0.278,15.0,24.0,0.625,10.0,32.0,10.0,8.0,2.0,10.0,25.0,,26.0,56.0,0.46399999999999997,6.0,19.0,0.316,31.0,35.0,0.8859999999999999,5.0,34.0,12.0,7.0,1.0,13.0,19.0,Western Kentucky
435,10,2017-12-13,@,Wisconsin,L,80.0,81.0,32.0,59.0,0.542,7.0,14.0,0.5,9.0,11.0,0.818,5.0,22.0,13.0,9.0,1.0,12.0,20.0,,28.0,51.0,0.5489999999999999,12.0,20.0,0.6,13.0,23.0,0.565,7.0,22.0,17.0,5.0,7.0,15.0,14.0,Western Kentucky
436,11,2017-12-16,,Indiana State,W,81.0,65.0,30.0,53.0,0.5660000000000001,5.0,15.0,0.33299999999999996,16.0,28.0,0.5710000000000001,4.0,32.0,14.0,11.0,6.0,11.0,12.0,,25.0,60.0,0.41700000000000004,11.0,27.0,0.40700000000000003,4.0,7.0,0.5710000000000001,8.0,31.0,15.0,3.0,8.0,20.0,22.0,Western Kentucky
437,12,2017-12-19,,Belmont,L,72.0,75.0,30.0,66.0,0.455,1.0,12.0,0.083,11.0,11.0,1.0,10.0,31.0,8.0,6.0,2.0,5.0,13.0,,26.0,56.0,0.46399999999999997,14.0,36.0,0.389,9.0,12.0,0.75,8.0,30.0,16.0,2.0,0.0,11.0,13.0,Western Kentucky
438,13,2017-12-22,@,Austin Peay,W,72.0,55.0,30.0,51.0,0.588,4.0,14.0,0.28600000000000003,8.0,15.0,0.5329999999999999,6.0,30.0,15.0,13.0,3.0,14.0,19.0,,19.0,55.0,0.345,6.0,16.0,0.375,11.0,20.0,0.55,17.0,34.0,7.0,5.0,1.0,16.0,16.0,Western Kentucky
439,14,2017-12-28,,Louisiana Tech,W,69.0,68.0,22.0,56.0,0.39299999999999996,5.0,11.0,0.455,20.0,30.0,0.667,12.0,37.0,15.0,7.0,5.0,9.0,14.0,,26.0,67.0,0.38799999999999996,7.0,22.0,0.318,9.0,13.0,0.6920000000000001,13.0,40.0,15.0,3.0,6.0,10.0,22.0,Western Kentucky
440,15,2017-12-30,,Southern Miss,W,82.0,66.0,26.0,50.0,0.52,12.0,24.0,0.5,18.0,22.0,0.818,5.0,37.0,22.0,2.0,3.0,12.0,11.0,,25.0,71.0,0.35200000000000004,7.0,24.0,0.292,9.0,11.0,0.818,13.0,32.0,15.0,2.0,0.0,5.0,16.0,Western Kentucky
441,16,2018-01-06,@,Marshall,W,112.0,87.0,45.0,72.0,0.625,7.0,14.0,0.5,15.0,27.0,0.556,12.0,44.0,28.0,3.0,9.0,12.0,20.0,,28.0,70.0,0.4,18.0,37.0,0.486,13.0,18.0,0.722,6.0,25.0,25.0,6.0,8.0,7.0,19.0,Western Kentucky
442,17,2018-01-11,@,Old Dominion,W,75.0,68.0,27.0,50.0,0.54,10.0,16.0,0.625,11.0,15.0,0.733,4.0,32.0,14.0,5.0,5.0,16.0,17.0,,26.0,67.0,0.38799999999999996,4.0,14.0,0.28600000000000003,12.0,16.0,0.75,13.0,31.0,12.0,10.0,5.0,10.0,14.0,Western Kentucky
443,18,2018-01-13,@,Charlotte,W,73.0,63.0,25.0,64.0,0.391,3.0,14.0,0.214,20.0,29.0,0.69,13.0,43.0,8.0,9.0,4.0,13.0,17.0,,20.0,58.0,0.345,2.0,15.0,0.133,21.0,22.0,0.955,5.0,36.0,5.0,4.0,3.0,13.0,24.0,Western Kentucky
444,19,2018-01-18,,Alabama-Birmingham,W,77.0,69.0,27.0,56.0,0.48200000000000004,3.0,15.0,0.2,20.0,29.0,0.69,3.0,30.0,9.0,7.0,8.0,6.0,7.0,,29.0,65.0,0.446,8.0,19.0,0.42100000000000004,3.0,3.0,1.0,7.0,35.0,17.0,3.0,3.0,10.0,22.0,Western Kentucky
445,20,2018-01-20,,Middle Tennessee,L,62.0,66.0,18.0,41.0,0.439,1.0,9.0,0.111,25.0,31.0,0.8059999999999999,8.0,25.0,8.0,5.0,3.0,15.0,18.0,,24.0,54.0,0.444,4.0,17.0,0.235,14.0,16.0,0.875,9.0,25.0,8.0,5.0,3.0,9.0,22.0,Western Kentucky
446,21,2018-01-27,,Marshall,W,85.0,74.0,30.0,63.0,0.47600000000000003,5.0,13.0,0.385,20.0,26.0,0.769,8.0,41.0,10.0,5.0,4.0,13.0,18.0,,26.0,64.0,0.406,10.0,32.0,0.313,12.0,14.0,0.857,5.0,29.0,14.0,5.0,5.0,12.0,27.0,Western Kentucky
447,22,2018-02-01,@,UTEP,W,72.0,60.0,27.0,57.0,0.474,8.0,23.0,0.348,10.0,15.0,0.667,9.0,35.0,19.0,8.0,3.0,12.0,14.0,,22.0,50.0,0.44,8.0,22.0,0.364,8.0,12.0,0.667,3.0,24.0,11.0,3.0,2.0,16.0,15.0,Western Kentucky
448,23,2018-02-03,@,UTSA,L,63.0,74.0,22.0,61.0,0.361,2.0,20.0,0.1,17.0,30.0,0.5670000000000001,9.0,35.0,7.0,4.0,3.0,9.0,21.0,,25.0,63.0,0.397,8.0,23.0,0.348,16.0,20.0,0.8,12.0,43.0,13.0,2.0,2.0,12.0,25.0,Western Kentucky
449,24,2018-02-08,,Florida Atlantic,W,75.0,63.0,26.0,55.0,0.473,4.0,16.0,0.25,19.0,25.0,0.76,6.0,28.0,10.0,5.0,4.0,6.0,13.0,,23.0,55.0,0.418,3.0,14.0,0.214,14.0,21.0,0.667,11.0,35.0,11.0,3.0,3.0,12.0,23.0,Western Kentucky
450,25,2018-02-10,,Florida International,W,83.0,76.0,26.0,46.0,0.565,3.0,12.0,0.25,28.0,39.0,0.718,3.0,28.0,12.0,10.0,2.0,12.0,11.0,,30.0,63.0,0.47600000000000003,8.0,22.0,0.364,8.0,10.0,0.8,8.0,27.0,20.0,7.0,1.0,14.0,28.0,Western Kentucky
451,26,2018-02-15,@,North Texas,W (1 OT),102.0,94.0,30.0,47.0,0.638,5.0,11.0,0.455,37.0,48.0,0.7709999999999999,5.0,29.0,13.0,11.0,5.0,16.0,16.0,,37.0,77.0,0.48100000000000004,13.0,25.0,0.52,7.0,13.0,0.5379999999999999,14.0,30.0,16.0,8.0,1.0,13.0,27.0,Western Kentucky
452,27,2018-02-17,@,Rice,W,85.0,66.0,33.0,59.0,0.5589999999999999,10.0,18.0,0.556,9.0,12.0,0.75,11.0,34.0,19.0,7.0,1.0,8.0,13.0,,24.0,58.0,0.414,12.0,33.0,0.364,6.0,10.0,0.6,7.0,24.0,19.0,5.0,2.0,10.0,14.0,Western Kentucky
453,28,2018-02-22,,Charlotte,W,93.0,55.0,32.0,57.0,0.561,6.0,17.0,0.353,23.0,30.0,0.767,10.0,35.0,19.0,14.0,3.0,14.0,8.0,,22.0,60.0,0.36700000000000005,4.0,20.0,0.2,7.0,8.0,0.875,13.0,29.0,10.0,8.0,2.0,19.0,21.0,Western Kentucky
454,29,2018-02-24,,Old Dominion,W,88.0,66.0,35.0,59.0,0.593,5.0,15.0,0.33299999999999996,13.0,18.0,0.722,5.0,33.0,18.0,8.0,5.0,8.0,9.0,,28.0,64.0,0.43799999999999994,7.0,19.0,0.368,3.0,6.0,0.5,7.0,28.0,10.0,4.0,4.0,11.0,15.0,Western Kentucky
455,30,2018-03-01,@,Middle Tennessee,L,64.0,82.0,24.0,54.0,0.444,2.0,10.0,0.2,14.0,20.0,0.7,5.0,25.0,4.0,5.0,3.0,10.0,12.0,,33.0,60.0,0.55,9.0,20.0,0.45,7.0,10.0,0.7,8.0,32.0,18.0,7.0,5.0,10.0,19.0,Western Kentucky
456,31,2018-03-03,@,Alabama-Birmingham,L,73.0,101.0,27.0,63.0,0.429,7.0,22.0,0.318,12.0,18.0,0.667,11.0,28.0,13.0,7.0,1.0,14.0,16.0,,37.0,61.0,0.607,15.0,25.0,0.6,12.0,15.0,0.8,6.0,29.0,26.0,6.0,4.0,11.0,15.0,Western Kentucky
457,32,2018-03-08,N,Alabama-Birmingham,W,98.0,70.0,37.0,62.0,0.597,5.0,14.0,0.35700000000000004,19.0,22.0,0.8640000000000001,9.0,32.0,13.0,8.0,2.0,6.0,14.0,,27.0,59.0,0.45799999999999996,6.0,21.0,0.28600000000000003,10.0,14.0,0.7140000000000001,8.0,26.0,11.0,2.0,1.0,12.0,16.0,Western Kentucky
458,33,2018-03-09,N,Old Dominion,W,57.0,49.0,18.0,49.0,0.36700000000000005,3.0,14.0,0.214,18.0,26.0,0.6920000000000001,7.0,33.0,10.0,4.0,2.0,8.0,16.0,,19.0,52.0,0.365,1.0,13.0,0.077,10.0,20.0,0.5,9.0,33.0,10.0,6.0,6.0,9.0,22.0,Western Kentucky
459,34,2018-03-10,N,Marshall,L,66.0,67.0,22.0,62.0,0.355,5.0,16.0,0.313,17.0,21.0,0.81,14.0,41.0,11.0,8.0,4.0,10.0,12.0,,24.0,66.0,0.364,12.0,28.0,0.429,7.0,8.0,0.875,13.0,37.0,11.0,6.0,4.0,9.0,13.0,Western Kentucky
460,"Provided by <a href=""https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"">CBB at Sports Reference</a>: <a href=""https://www.sports-reference.com/cbb/schools/western-kentucky/2018-gamelogs.html?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#sgl-basic"">View Original Table</a><br>Generated 3/13/2018.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Kentucky
461,1,2017-11-11,,Siena Heights,W,103.0,72.0,36.0,69.0,0.522,9.0,23.0,0.391,22.0,31.0,0.71,15.0,41.0,23.0,10.0,1.0,8.0,13.0,,26.0,63.0,0.413,14.0,35.0,0.4,6.0,6.0,1.0,8.0,23.0,16.0,6.0,2.0,18.0,20.0,Western Michigan
462,2,2017-11-13,@,South Carolina,L,60.0,78.0,21.0,58.0,0.36200000000000004,5.0,21.0,0.23800000000000002,13.0,25.0,0.52,7.0,29.0,12.0,10.0,6.0,9.0,24.0,,26.0,57.0,0.456,9.0,23.0,0.391,17.0,28.0,0.607,9.0,41.0,12.0,4.0,3.0,13.0,18.0,Western Michigan
463,3,2017-11-16,N,Tulsa,L,74.0,81.0,29.0,79.0,0.36700000000000005,12.0,31.0,0.387,4.0,10.0,0.4,15.0,33.0,16.0,10.0,4.0,12.0,23.0,,27.0,54.0,0.5,3.0,18.0,0.16699999999999998,24.0,31.0,0.774,5.0,33.0,15.0,6.0,4.0,14.0,17.0,Western Michigan
464,4,2017-11-17,N,Appalachian State,W,86.0,67.0,28.0,59.0,0.475,7.0,19.0,0.368,23.0,30.0,0.767,7.0,32.0,9.0,7.0,5.0,7.0,24.0,,21.0,56.0,0.375,8.0,26.0,0.308,17.0,28.0,0.607,9.0,36.0,7.0,3.0,2.0,16.0,26.0,Western Michigan
465,5,2017-11-19,N,South Carolina,L,66.0,79.0,21.0,44.0,0.47700000000000004,8.0,21.0,0.381,16.0,21.0,0.762,5.0,26.0,9.0,9.0,1.0,22.0,24.0,,26.0,57.0,0.456,8.0,24.0,0.33299999999999996,19.0,30.0,0.633,8.0,29.0,13.0,8.0,3.0,12.0,19.0,Western Michigan
466,6,2017-11-25,,Northwood (MI),W,88.0,59.0,35.0,64.0,0.547,4.0,17.0,0.235,14.0,16.0,0.875,10.0,41.0,14.0,5.0,7.0,10.0,14.0,,21.0,64.0,0.32799999999999996,6.0,27.0,0.222,11.0,16.0,0.688,10.0,27.0,9.0,3.0,2.0,11.0,13.0,Western Michigan
467,7,2017-11-28,@,Saint Louis,W,65.0,51.0,23.0,55.0,0.418,8.0,21.0,0.381,11.0,12.0,0.917,10.0,36.0,16.0,8.0,2.0,16.0,19.0,,18.0,50.0,0.36,3.0,15.0,0.2,12.0,20.0,0.6,7.0,25.0,10.0,6.0,4.0,13.0,14.0,Western Michigan
468,8,2017-12-02,,Oakland,L,73.0,78.0,29.0,62.0,0.46799999999999997,6.0,16.0,0.375,9.0,12.0,0.75,8.0,29.0,11.0,10.0,4.0,10.0,14.0,,27.0,59.0,0.45799999999999996,14.0,24.0,0.583,10.0,12.0,0.833,9.0,36.0,17.0,6.0,3.0,14.0,15.0,Western Michigan
469,9,2017-12-06,,Cleveland State,W,78.0,67.0,20.0,46.0,0.435,11.0,21.0,0.524,27.0,37.0,0.73,9.0,38.0,14.0,6.0,4.0,22.0,19.0,,25.0,61.0,0.41,8.0,27.0,0.29600000000000004,9.0,14.0,0.643,6.0,26.0,14.0,12.0,1.0,19.0,27.0,Western Michigan
470,10,2017-12-09,@,Detroit,W,87.0,79.0,30.0,66.0,0.455,11.0,33.0,0.33299999999999996,16.0,24.0,0.667,8.0,32.0,19.0,4.0,4.0,9.0,19.0,,26.0,63.0,0.413,10.0,35.0,0.28600000000000003,17.0,20.0,0.85,10.0,35.0,8.0,4.0,1.0,18.0,20.0,Western Michigan
471,11,2017-12-18,,Idaho,L,52.0,82.0,21.0,61.0,0.344,6.0,28.0,0.214,4.0,9.0,0.444,13.0,27.0,7.0,5.0,2.0,11.0,14.0,,28.0,56.0,0.5,17.0,30.0,0.5670000000000001,9.0,12.0,0.75,14.0,44.0,19.0,4.0,3.0,15.0,15.0,Western Michigan
472,12,2017-12-22,@,Milwaukee,W,66.0,63.0,25.0,52.0,0.48100000000000004,8.0,16.0,0.5,8.0,9.0,0.889,5.0,28.0,13.0,6.0,6.0,8.0,9.0,,24.0,53.0,0.45299999999999996,13.0,29.0,0.44799999999999995,2.0,5.0,0.4,5.0,25.0,13.0,4.0,3.0,10.0,15.0,Western Michigan
473,13,2017-12-30,,Chicago State,W,92.0,71.0,30.0,66.0,0.455,14.0,32.0,0.43799999999999994,18.0,29.0,0.621,15.0,50.0,18.0,6.0,0.0,9.0,21.0,,24.0,59.0,0.40700000000000003,8.0,23.0,0.348,15.0,20.0,0.75,4.0,31.0,8.0,3.0,1.0,9.0,20.0,Western Michigan
474,14,2018-01-02,,Akron,W,87.0,75.0,31.0,56.0,0.5539999999999999,9.0,19.0,0.474,16.0,23.0,0.696,11.0,36.0,16.0,2.0,1.0,10.0,16.0,,27.0,61.0,0.44299999999999995,9.0,27.0,0.33299999999999996,12.0,15.0,0.8,8.0,24.0,15.0,5.0,2.0,11.0,23.0,Western Michigan
475,15,2018-01-06,@,Miami (OH),W,67.0,62.0,24.0,61.0,0.39299999999999996,4.0,17.0,0.235,15.0,22.0,0.682,12.0,37.0,11.0,6.0,2.0,5.0,15.0,,23.0,58.0,0.397,8.0,27.0,0.29600000000000004,8.0,12.0,0.667,9.0,34.0,13.0,3.0,5.0,13.0,18.0,Western Michigan
476,16,2018-01-09,@,Toledo,L,61.0,84.0,23.0,70.0,0.32899999999999996,4.0,16.0,0.25,11.0,12.0,0.917,15.0,32.0,6.0,8.0,2.0,10.0,20.0,,27.0,47.0,0.574,13.0,23.0,0.565,17.0,23.0,0.7390000000000001,6.0,36.0,17.0,3.0,5.0,18.0,18.0,Western Michigan
477,17,2018-01-13,,Ball State,W,73.0,58.0,23.0,60.0,0.38299999999999995,9.0,18.0,0.5,18.0,26.0,0.6920000000000001,11.0,36.0,12.0,6.0,0.0,8.0,14.0,,22.0,53.0,0.415,8.0,28.0,0.28600000000000003,6.0,10.0,0.6,6.0,32.0,11.0,3.0,0.0,15.0,21.0,Western Michigan
478,18,2018-01-16,@,Kent State,L,71.0,73.0,26.0,56.0,0.46399999999999997,3.0,17.0,0.17600000000000002,16.0,24.0,0.667,8.0,29.0,8.0,7.0,3.0,10.0,12.0,,27.0,62.0,0.435,13.0,23.0,0.565,6.0,7.0,0.857,9.0,33.0,15.0,5.0,1.0,14.0,15.0,Western Michigan
479,19,2018-01-19,,Buffalo,L,74.0,84.0,24.0,60.0,0.4,7.0,22.0,0.318,19.0,27.0,0.7040000000000001,5.0,32.0,11.0,3.0,2.0,11.0,17.0,,31.0,66.0,0.47,10.0,26.0,0.385,12.0,17.0,0.706,6.0,39.0,18.0,5.0,5.0,15.0,22.0,Western Michigan
480,20,2018-01-23,,Toledo,L,81.0,85.0,24.0,64.0,0.375,6.0,18.0,0.33299999999999996,27.0,34.0,0.794,11.0,36.0,7.0,4.0,4.0,4.0,21.0,,24.0,52.0,0.462,13.0,28.0,0.46399999999999997,24.0,32.0,0.75,5.0,34.0,12.0,2.0,6.0,9.0,25.0,Western Michigan
481,21,2018-01-27,,Northern Illinois,W,79.0,72.0,28.0,52.0,0.5379999999999999,10.0,23.0,0.435,13.0,17.0,0.765,8.0,22.0,15.0,5.0,3.0,8.0,12.0,,29.0,58.0,0.5,5.0,18.0,0.278,9.0,10.0,0.9,12.0,26.0,7.0,3.0,1.0,10.0,16.0,Western Michigan
482,22,2018-01-30,@,Eastern Michigan,W,71.0,57.0,27.0,62.0,0.435,7.0,20.0,0.35,10.0,13.0,0.769,12.0,34.0,13.0,11.0,3.0,13.0,19.0,,18.0,48.0,0.375,4.0,19.0,0.21100000000000002,17.0,27.0,0.63,9.0,31.0,10.0,4.0,5.0,14.0,15.0,Western Michigan
