,G,Date,Site,Opp,W/L,score_Tm,score_Opp,Tm_FG,Tm_FGA,Tm_FG%,Tm_3P,Tm_3PA,Tm_3P%,Tm_FT,Tm_FTA,Tm_FT%,Tm_ORB,Tm_TRB,Tm_AST,Tm_STL,Tm_BLK,Tm_TOV,Tm_PF,blank,opp_FG,opp_FGA,opp_FG%,opp_3P,opp_3PA,opp_3P%,opp_FT,opp_FTA,opp_FT%,opp_ORB,opp_TRB,opp_AST,opp_STL,opp_BLK,opp_TOV,opp_PF,Team
216,17,2018-01-13,@,Duke,L,71.0,89.0,27.0,75.0,0.36,10.0,23.0,0.435,7.0,9.0,0.778,11.0,35.0,15.0,5.0,4.0,12.0,26.0,,25.0,57.0,0.439,12.0,23.0,0.522,27.0,34.0,0.794,7.0,42.0,18.0,10.0,5.0,13.0,15.0,Wake Forest
217,18,2018-01-18,@,North Carolina State,L,63.0,72.0,25.0,65.0,0.385,4.0,17.0,0.235,9.0,15.0,0.6,9.0,33.0,13.0,9.0,5.0,12.0,18.0,,26.0,62.0,0.419,7.0,26.0,0.26899999999999996,13.0,20.0,0.65,10.0,40.0,18.0,6.0,4.0,12.0,17.0,Wake Forest
218,19,2018-01-21,,Virginia,L,49.0,59.0,17.0,46.0,0.37,4.0,13.0,0.308,11.0,14.0,0.7859999999999999,6.0,28.0,9.0,3.0,4.0,12.0,15.0,,21.0,52.0,0.40399999999999997,7.0,17.0,0.41200000000000003,10.0,10.0,1.0,7.0,30.0,12.0,7.0,6.0,7.0,11.0,Wake Forest
219,20,2018-01-23,,Duke,L,70.0,84.0,27.0,62.0,0.435,5.0,20.0,0.25,11.0,13.0,0.846,15.0,35.0,11.0,1.0,1.0,20.0,28.0,,24.0,53.0,0.45299999999999996,6.0,19.0,0.316,30.0,39.0,0.769,11.0,31.0,12.0,11.0,2.0,11.0,17.0,Wake Forest
220,21,2018-01-27,@,Louisville,L,77.0,96.0,29.0,61.0,0.475,7.0,18.0,0.389,12.0,16.0,0.75,11.0,38.0,12.0,4.0,2.0,20.0,17.0,,36.0,71.0,0.507,10.0,25.0,0.4,14.0,17.0,0.8240000000000001,9.0,32.0,20.0,12.0,5.0,7.0,13.0,Wake Forest
221,22,2018-01-31,,Florida State,W,76.0,72.0,25.0,53.0,0.47200000000000003,8.0,19.0,0.42100000000000004,18.0,28.0,0.643,9.0,29.0,15.0,5.0,7.0,11.0,17.0,,27.0,61.0,0.44299999999999995,6.0,21.0,0.28600000000000003,12.0,20.0,0.6,13.0,32.0,13.0,7.0,5.0,9.0,22.0,Wake Forest
222,23,2018-02-03,,Clemson,L,67.0,75.0,23.0,59.0,0.39,8.0,20.0,0.4,13.0,17.0,0.765,7.0,32.0,12.0,6.0,1.0,8.0,17.0,,24.0,56.0,0.429,10.0,24.0,0.41700000000000004,17.0,20.0,0.85,5.0,36.0,10.0,3.0,2.0,8.0,17.0,Wake Forest
223,24,2018-02-07,@,Miami (FL),L,81.0,87.0,31.0,65.0,0.47700000000000004,9.0,22.0,0.409,10.0,15.0,0.667,10.0,32.0,18.0,6.0,2.0,12.0,26.0,,26.0,55.0,0.473,9.0,22.0,0.409,26.0,37.0,0.703,8.0,32.0,14.0,7.0,5.0,9.0,15.0,Wake Forest
224,25,2018-02-11,@,Syracuse,L,70.0,78.0,24.0,55.0,0.436,10.0,23.0,0.435,12.0,14.0,0.857,5.0,28.0,19.0,5.0,2.0,14.0,26.0,,23.0,50.0,0.46,6.0,12.0,0.5,26.0,39.0,0.667,8.0,35.0,16.0,8.0,4.0,8.0,12.0,Wake Forest
225,26,2018-02-14,,Georgia Tech,W,79.0,62.0,29.0,59.0,0.49200000000000005,9.0,17.0,0.529,12.0,17.0,0.706,10.0,29.0,17.0,6.0,0.0,5.0,19.0,,22.0,43.0,0.512,1.0,9.0,0.111,17.0,24.0,0.708,5.0,27.0,10.0,4.0,4.0,14.0,19.0,Wake Forest
226,27,2018-02-17,,North Carolina State,L,84.0,90.0,32.0,71.0,0.451,5.0,19.0,0.263,15.0,22.0,0.682,15.0,42.0,13.0,3.0,2.0,15.0,24.0,,30.0,59.0,0.508,11.0,24.0,0.45799999999999996,19.0,31.0,0.613,9.0,32.0,13.0,7.0,5.0,12.0,21.0,Wake Forest
227,28,2018-02-21,@,Pitt,W,63.0,57.0,20.0,50.0,0.4,3.0,12.0,0.25,20.0,23.0,0.87,8.0,36.0,11.0,3.0,3.0,5.0,16.0,,19.0,52.0,0.365,10.0,30.0,0.33299999999999996,9.0,15.0,0.6,4.0,28.0,13.0,3.0,2.0,6.0,17.0,Wake Forest
228,29,2018-02-24,,Notre Dame,L,71.0,76.0,26.0,59.0,0.441,9.0,26.0,0.34600000000000003,10.0,15.0,0.667,7.0,28.0,17.0,4.0,7.0,6.0,15.0,,25.0,57.0,0.439,8.0,23.0,0.348,18.0,20.0,0.9,9.0,34.0,13.0,4.0,2.0,7.0,13.0,Wake Forest
229,30,2018-03-03,@,Georgia Tech,L,56.0,64.0,19.0,57.0,0.33299999999999996,8.0,22.0,0.364,10.0,17.0,0.588,7.0,33.0,15.0,10.0,7.0,21.0,23.0,,21.0,57.0,0.368,4.0,17.0,0.235,18.0,24.0,0.75,8.0,32.0,14.0,7.0,8.0,17.0,17.0,Wake Forest
230,31,2018-03-06,N,Syracuse,L,64.0,73.0,23.0,64.0,0.359,6.0,29.0,0.207,12.0,13.0,0.9229999999999999,12.0,28.0,16.0,7.0,3.0,12.0,21.0,,23.0,42.0,0.5479999999999999,4.0,17.0,0.235,23.0,29.0,0.7929999999999999,6.0,33.0,13.0,7.0,7.0,16.0,18.0,Wake Forest
231,"Provided by <a href=""https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"">CBB at Sports Reference</a>: <a href=""https://www.sports-reference.com/cbb/schools/wake-forest/2018-gamelogs.html?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#sgl-basic"">View Original Table</a><br>Generated 3/13/2018.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake Forest
232,1,2017-11-12,,Texas Southern,W (1 OT),86.0,84.0,25.0,76.0,0.32899999999999996,15.0,46.0,0.326,21.0,29.0,0.7240000000000001,15.0,44.0,13.0,6.0,1.0,10.0,21.0,,29.0,59.0,0.49200000000000005,14.0,32.0,0.43799999999999994,12.0,18.0,0.667,4.0,42.0,15.0,6.0,5.0,18.0,24.0,Washington State
233,2,2017-11-15,,Seattle,W,75.0,59.0,26.0,57.0,0.456,12.0,25.0,0.48,11.0,17.0,0.647,6.0,41.0,16.0,9.0,1.0,15.0,15.0,,21.0,70.0,0.3,10.0,41.0,0.244,7.0,10.0,0.7,12.0,38.0,14.0,6.0,2.0,12.0,18.0,Washington State
234,3,2017-11-18,,Idaho State,W,83.0,62.0,32.0,60.0,0.5329999999999999,15.0,34.0,0.441,4.0,6.0,0.667,6.0,31.0,18.0,7.0,0.0,14.0,17.0,,25.0,59.0,0.424,6.0,22.0,0.273,6.0,10.0,0.6,8.0,29.0,11.0,6.0,2.0,17.0,14.0,Washington State
235,4,2017-11-23,N,St. Joseph's,W,75.0,71.0,25.0,57.0,0.439,16.0,33.0,0.485,9.0,13.0,0.6920000000000001,5.0,36.0,16.0,3.0,5.0,13.0,15.0,,26.0,66.0,0.39399999999999996,10.0,34.0,0.294,9.0,15.0,0.6,5.0,33.0,16.0,6.0,3.0,7.0,13.0,Washington State
236,5,2017-11-24,N,Saint Mary's (CA),W,84.0,79.0,33.0,56.0,0.589,7.0,21.0,0.33299999999999996,11.0,14.0,0.7859999999999999,3.0,28.0,13.0,4.0,4.0,9.0,15.0,,30.0,58.0,0.517,9.0,16.0,0.563,10.0,16.0,0.625,6.0,24.0,14.0,1.0,0.0,9.0,16.0,Washington State
237,6,2017-11-26,N,San Diego State,W,93.0,86.0,29.0,62.0,0.46799999999999997,13.0,28.0,0.46399999999999997,22.0,25.0,0.88,8.0,33.0,21.0,6.0,1.0,13.0,17.0,,33.0,74.0,0.446,8.0,30.0,0.267,12.0,20.0,0.6,16.0,41.0,16.0,7.0,3.0,13.0,21.0,Washington State
238,7,2017-12-02,,UC-Davis,L,67.0,81.0,24.0,57.0,0.42100000000000004,12.0,34.0,0.353,7.0,10.0,0.7,6.0,27.0,13.0,6.0,3.0,17.0,17.0,,30.0,55.0,0.545,7.0,17.0,0.41200000000000003,14.0,21.0,0.667,8.0,37.0,13.0,8.0,3.0,12.0,14.0,Washington State
239,8,2017-12-06,@,Idaho,L,64.0,91.0,25.0,61.0,0.41,7.0,26.0,0.26899999999999996,7.0,14.0,0.5,4.0,27.0,11.0,4.0,4.0,12.0,19.0,,35.0,72.0,0.486,14.0,25.0,0.56,7.0,11.0,0.636,9.0,39.0,20.0,4.0,6.0,9.0,18.0,Washington State
240,9,2017-12-09,@,UTEP,L,69.0,76.0,25.0,56.0,0.446,12.0,31.0,0.387,7.0,10.0,0.7,8.0,31.0,17.0,4.0,0.0,12.0,17.0,,24.0,57.0,0.42100000000000004,7.0,28.0,0.25,21.0,22.0,0.955,8.0,29.0,13.0,1.0,1.0,5.0,9.0,Washington State
241,10,2017-12-16,,IUPUI,W,72.0,59.0,28.0,51.0,0.5489999999999999,8.0,20.0,0.4,8.0,9.0,0.889,4.0,35.0,20.0,6.0,8.0,12.0,8.0,,24.0,71.0,0.33799999999999997,10.0,31.0,0.32299999999999995,1.0,2.0,0.5,13.0,29.0,11.0,6.0,3.0,9.0,12.0,Washington State
242,11,2017-12-20,,Kansas State,L,65.0,68.0,24.0,62.0,0.387,11.0,34.0,0.324,6.0,9.0,0.667,7.0,32.0,10.0,3.0,1.0,9.0,19.0,,25.0,60.0,0.41700000000000004,4.0,24.0,0.16699999999999998,14.0,19.0,0.737,9.0,37.0,12.0,5.0,2.0,8.0,16.0,Washington State
243,12,2017-12-22,,Bethune-Cookman,W,86.0,58.0,26.0,57.0,0.456,15.0,33.0,0.455,19.0,22.0,0.8640000000000001,6.0,43.0,19.0,6.0,3.0,18.0,18.0,,22.0,70.0,0.314,6.0,28.0,0.214,8.0,17.0,0.47100000000000003,13.0,39.0,5.0,7.0,2.0,15.0,23.0,Washington State
244,13,2017-12-29,@,UCLA,L,82.0,96.0,28.0,59.0,0.475,14.0,35.0,0.4,12.0,18.0,0.667,2.0,29.0,14.0,4.0,1.0,7.0,23.0,,29.0,65.0,0.446,12.0,28.0,0.429,26.0,33.0,0.7879999999999999,13.0,42.0,16.0,2.0,3.0,7.0,14.0,Washington State
245,14,2017-12-31,@,USC,L,71.0,89.0,23.0,58.0,0.397,13.0,34.0,0.382,12.0,18.0,0.667,7.0,26.0,14.0,8.0,2.0,16.0,17.0,,36.0,66.0,0.545,5.0,20.0,0.25,12.0,19.0,0.632,10.0,39.0,23.0,10.0,5.0,11.0,18.0,Washington State
246,15,2018-01-06,,Washington,L,65.0,70.0,23.0,57.0,0.40399999999999997,7.0,27.0,0.259,12.0,17.0,0.706,16.0,38.0,11.0,7.0,3.0,23.0,17.0,,29.0,55.0,0.527,2.0,12.0,0.16699999999999998,10.0,14.0,0.7140000000000001,3.0,23.0,8.0,10.0,3.0,17.0,22.0,Washington State
247,16,2018-01-11,,Stanford,L,70.0,79.0,25.0,58.0,0.431,10.0,29.0,0.345,10.0,16.0,0.625,15.0,38.0,12.0,2.0,1.0,21.0,21.0,,27.0,52.0,0.519,11.0,25.0,0.44,14.0,21.0,0.667,4.0,22.0,12.0,4.0,3.0,13.0,19.0,Washington State
248,17,2018-01-13,,University of California,W,78.0,53.0,29.0,51.0,0.569,15.0,28.0,0.536,5.0,7.0,0.7140000000000001,2.0,25.0,22.0,5.0,2.0,14.0,11.0,,21.0,66.0,0.318,4.0,24.0,0.16699999999999998,7.0,9.0,0.778,17.0,37.0,6.0,9.0,1.0,13.0,16.0,Washington State
249,18,2018-01-18,@,Colorado,L,73.0,82.0,27.0,66.0,0.409,15.0,34.0,0.441,4.0,5.0,0.8,4.0,22.0,18.0,5.0,0.0,8.0,17.0,,30.0,58.0,0.517,9.0,26.0,0.34600000000000003,13.0,18.0,0.722,7.0,37.0,15.0,4.0,4.0,10.0,12.0,Washington State
250,19,2018-01-21,@,Utah,L,69.0,82.0,26.0,59.0,0.441,9.0,25.0,0.36,8.0,10.0,0.8,9.0,30.0,12.0,5.0,0.0,14.0,12.0,,30.0,63.0,0.47600000000000003,13.0,31.0,0.419,9.0,10.0,0.9,11.0,34.0,22.0,9.0,4.0,10.0,14.0,Washington State
251,20,2018-01-28,@,Washington,L,62.0,80.0,24.0,57.0,0.42100000000000004,6.0,24.0,0.25,8.0,11.0,0.727,7.0,22.0,17.0,5.0,3.0,15.0,18.0,,30.0,56.0,0.536,11.0,25.0,0.44,9.0,15.0,0.6,5.0,28.0,20.0,6.0,4.0,11.0,13.0,Washington State
252,21,2018-01-31,,Arizona,L,72.0,100.0,22.0,54.0,0.40700000000000003,9.0,24.0,0.375,19.0,24.0,0.792,2.0,19.0,14.0,1.0,6.0,7.0,19.0,,39.0,64.0,0.609,10.0,17.0,0.588,12.0,22.0,0.545,7.0,39.0,15.0,3.0,4.0,7.0,21.0,Washington State
253,22,2018-02-04,,Arizona State,L,78.0,88.0,28.0,57.0,0.491,12.0,31.0,0.387,10.0,11.0,0.909,6.0,23.0,14.0,6.0,3.0,18.0,14.0,,34.0,61.0,0.557,8.0,24.0,0.33299999999999996,12.0,13.0,0.9229999999999999,7.0,28.0,13.0,10.0,2.0,10.0,14.0,Washington State
254,23,2018-02-08,@,Oregon State,L,62.0,94.0,22.0,58.0,0.379,8.0,31.0,0.258,10.0,12.0,0.833,8.0,25.0,14.0,4.0,1.0,18.0,21.0,,33.0,58.0,0.569,7.0,16.0,0.43799999999999994,21.0,25.0,0.84,8.0,33.0,21.0,13.0,5.0,12.0,17.0,Washington State
255,24,2018-02-11,@,Oregon,L,57.0,84.0,20.0,51.0,0.392,10.0,28.0,0.35700000000000004,7.0,12.0,0.583,6.0,25.0,14.0,4.0,2.0,15.0,16.0,,28.0,55.0,0.509,11.0,28.0,0.39299999999999996,17.0,21.0,0.81,7.0,32.0,21.0,11.0,3.0,9.0,11.0,Washington State
256,25,2018-02-15,,Colorado,W,73.0,69.0,25.0,62.0,0.40299999999999997,7.0,29.0,0.24100000000000002,16.0,23.0,0.696,9.0,28.0,9.0,8.0,5.0,7.0,24.0,,20.0,51.0,0.392,3.0,18.0,0.16699999999999998,26.0,35.0,0.743,10.0,36.0,10.0,2.0,3.0,13.0,18.0,Washington State
257,26,2018-02-17,,Utah,L,70.0,77.0,22.0,61.0,0.361,15.0,41.0,0.366,11.0,13.0,0.846,12.0,31.0,14.0,7.0,1.0,11.0,23.0,,25.0,50.0,0.5,12.0,31.0,0.387,15.0,20.0,0.75,7.0,27.0,16.0,4.0,0.0,11.0,12.0,Washington State
258,27,2018-02-22,@,University of California,W,78.0,76.0,28.0,56.0,0.5,9.0,22.0,0.409,13.0,18.0,0.722,4.0,23.0,15.0,4.0,0.0,8.0,15.0,,29.0,59.0,0.49200000000000005,8.0,18.0,0.444,10.0,15.0,0.667,8.0,32.0,17.0,2.0,3.0,12.0,16.0,Washington State
259,28,2018-02-24,@,Stanford,L,84.0,86.0,34.0,60.0,0.5670000000000001,11.0,23.0,0.478,5.0,7.0,0.7140000000000001,8.0,21.0,15.0,5.0,3.0,13.0,15.0,,31.0,61.0,0.508,6.0,14.0,0.429,18.0,20.0,0.9,15.0,33.0,15.0,9.0,6.0,12.0,13.0,Washington State
260,29,2018-03-01,,Oregon,W,78.0,76.0,28.0,54.0,0.519,10.0,25.0,0.4,12.0,15.0,0.8,7.0,26.0,9.0,8.0,3.0,12.0,13.0,,29.0,62.0,0.46799999999999997,10.0,32.0,0.313,8.0,12.0,0.667,13.0,33.0,14.0,5.0,3.0,13.0,20.0,Washington State
261,30,2018-03-03,,Oregon State,L,67.0,92.0,25.0,56.0,0.446,11.0,28.0,0.39299999999999996,6.0,11.0,0.545,4.0,24.0,16.0,5.0,2.0,11.0,19.0,,34.0,63.0,0.54,10.0,20.0,0.5,14.0,20.0,0.7,11.0,39.0,19.0,4.0,2.0,6.0,14.0,Washington State
262,31,2018-03-07,N,Oregon,L (1 OT),62.0,64.0,20.0,49.0,0.408,7.0,22.0,0.318,15.0,18.0,0.833,4.0,27.0,9.0,6.0,2.0,15.0,19.0,,24.0,62.0,0.387,8.0,22.0,0.364,8.0,18.0,0.444,13.0,37.0,10.0,8.0,2.0,12.0,19.0,Washington State
263,"Provided by <a href=""https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"">CBB at Sports Reference</a>: <a href=""https://www.sports-reference.com/cbb/schools/washington-state/2018-gamelogs.html?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#sgl-basic"">View Original Table</a><br>Generated 3/13/2018.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Washington State
264,1,2017-11-10,,Belmont,W,86.0,82.0,28.0,52.0,0.5379999999999999,4.0,11.0,0.364,26.0,36.0,0.722,5.0,30.0,8.0,12.0,3.0,15.0,18.0,,32.0,65.0,0.49200000000000005,10.0,31.0,0.32299999999999995,8.0,12.0,0.667,7.0,26.0,20.0,4.0,4.0,16.0,27.0,Washington
265,2,2017-11-12,,Eastern Washington,W,79.0,69.0,24.0,58.0,0.414,6.0,16.0,0.375,25.0,34.0,0.735,13.0,38.0,10.0,4.0,2.0,9.0,23.0,,22.0,55.0,0.4,8.0,24.0,0.33299999999999996,17.0,28.0,0.607,7.0,27.0,13.0,3.0,1.0,10.0,29.0,Washington
266,3,2017-11-16,N,Providence,L,70.0,77.0,24.0,61.0,0.39299999999999996,9.0,27.0,0.33299999999999996,13.0,22.0,0.591,13.0,30.0,11.0,11.0,5.0,19.0,23.0,,25.0,49.0,0.51,8.0,15.0,0.5329999999999999,19.0,28.0,0.679,3.0,28.0,22.0,8.0,2.0,18.0,21.0,Washington
267,4,2017-11-17,N,Virginia Tech,L,79.0,103.0,27.0,64.0,0.42200000000000004,5.0,18.0,0.278,20.0,35.0,0.5710000000000001,12.0,28.0,16.0,10.0,3.0,15.0,25.0,,30.0,50.0,0.6,15.0,22.0,0.682,28.0,36.0,0.778,4.0,33.0,23.0,6.0,1.0,22.0,26.0,Washington
268,5,2017-11-24,,Seattle,W,89.0,84.0,28.0,58.0,0.483,8.0,26.0,0.308,25.0,30.0,0.833,7.0,26.0,12.0,11.0,5.0,11.0,21.0,,28.0,58.0,0.483,12.0,32.0,0.375,16.0,21.0,0.762,12.0,33.0,17.0,4.0,3.0,17.0,22.0,Washington
269,6,2017-11-26,,UC-Davis,W,77.0,70.0,25.0,54.0,0.46299999999999997,6.0,23.0,0.261,21.0,27.0,0.778,16.0,39.0,15.0,7.0,3.0,15.0,15.0,,25.0,55.0,0.455,5.0,21.0,0.23800000000000002,15.0,21.0,0.7140000000000001,10.0,25.0,13.0,6.0,0.0,11.0,22.0,Washington
270,7,2017-11-28,,Kennesaw State,W,85.0,71.0,29.0,58.0,0.5,7.0,17.0,0.41200000000000003,20.0,26.0,0.769,14.0,39.0,15.0,9.0,5.0,18.0,17.0,,28.0,58.0,0.483,7.0,19.0,0.368,8.0,12.0,0.667,5.0,16.0,24.0,9.0,2.0,18.0,18.0,Washington
271,8,2017-12-03,,Nebraska-Omaha,W,86.0,73.0,30.0,60.0,0.5,7.0,23.0,0.304,19.0,24.0,0.792,7.0,33.0,9.0,9.0,9.0,11.0,12.0,,28.0,68.0,0.41200000000000003,9.0,29.0,0.31,8.0,12.0,0.667,11.0,37.0,17.0,6.0,2.0,15.0,17.0,Washington
272,9,2017-12-06,N,Kansas,W,74.0,65.0,29.0,60.0,0.483,9.0,21.0,0.429,7.0,15.0,0.467,9.0,35.0,17.0,6.0,4.0,12.0,15.0,,28.0,62.0,0.452,5.0,20.0,0.25,4.0,8.0,0.5,8.0,33.0,20.0,6.0,3.0,13.0,19.0,Washington
273,10,2017-12-10,,Gonzaga,L,70.0,97.0,26.0,55.0,0.473,7.0,19.0,0.368,11.0,19.0,0.579,4.0,22.0,13.0,7.0,6.0,12.0,20.0,,33.0,65.0,0.508,10.0,28.0,0.35700000000000004,21.0,26.0,0.8079999999999999,10.0,34.0,20.0,9.0,2.0,8.0,18.0,Washington
274,11,2017-12-17,,Loyola Marymount,W,80.0,77.0,25.0,56.0,0.446,8.0,22.0,0.364,22.0,36.0,0.611,10.0,34.0,13.0,7.0,7.0,11.0,25.0,,27.0,59.0,0.45799999999999996,9.0,22.0,0.409,14.0,24.0,0.583,10.0,37.0,17.0,5.0,1.0,16.0,28.0,Washington
275,12,2017-12-19,,Bethune-Cookman,W,106.0,55.0,42.0,67.0,0.627,15.0,24.0,0.625,7.0,13.0,0.5379999999999999,7.0,30.0,24.0,16.0,15.0,11.0,15.0,,18.0,64.0,0.281,6.0,23.0,0.261,13.0,16.0,0.813,16.0,36.0,10.0,4.0,2.0,22.0,16.0,Washington
276,13,2017-12-22,,Montana,W,66.0,63.0,23.0,51.0,0.451,3.0,9.0,0.33299999999999996,17.0,21.0,0.81,5.0,24.0,4.0,12.0,11.0,18.0,14.0,,27.0,67.0,0.40299999999999997,5.0,15.0,0.33299999999999996,4.0,6.0,0.667,16.0,36.0,12.0,6.0,6.0,20.0,19.0,Washington
277,14,2017-12-29,@,USC,W,88.0,81.0,37.0,55.0,0.6729999999999999,8.0,16.0,0.5,6.0,11.0,0.545,4.0,24.0,20.0,3.0,2.0,16.0,18.0,,30.0,62.0,0.484,3.0,20.0,0.15,18.0,21.0,0.857,12.0,24.0,19.0,6.0,0.0,9.0,16.0,Washington
278,15,2017-12-31,@,UCLA,L,53.0,74.0,19.0,68.0,0.27899999999999997,2.0,27.0,0.07400000000000001,13.0,18.0,0.722,19.0,35.0,9.0,10.0,2.0,11.0,21.0,,22.0,51.0,0.431,5.0,14.0,0.35700000000000004,25.0,30.0,0.833,10.0,39.0,11.0,7.0,4.0,15.0,17.0,Washington
279,16,2018-01-06,@,Washington State,W,70.0,65.0,29.0,55.0,0.527,2.0,12.0,0.16699999999999998,10.0,14.0,0.7140000000000001,3.0,23.0,8.0,10.0,3.0,17.0,22.0,,23.0,57.0,0.40399999999999997,7.0,27.0,0.259,12.0,17.0,0.706,16.0,38.0,11.0,7.0,3.0,23.0,17.0,Washington
280,17,2018-01-11,,University of California,W,66.0,56.0,22.0,44.0,0.5,9.0,19.0,0.474,13.0,19.0,0.684,5.0,28.0,14.0,7.0,5.0,20.0,17.0,,22.0,52.0,0.423,5.0,14.0,0.35700000000000004,7.0,17.0,0.41200000000000003,8.0,26.0,9.0,11.0,2.0,18.0,20.0,Washington
281,18,2018-01-13,,Stanford,L,64.0,73.0,21.0,56.0,0.375,5.0,22.0,0.22699999999999998,17.0,26.0,0.654,2.0,27.0,8.0,10.0,12.0,10.0,20.0,,27.0,58.0,0.466,4.0,11.0,0.364,15.0,28.0,0.536,8.0,42.0,12.0,4.0,3.0,18.0,21.0,Washington
282,19,2018-01-18,@,Utah,L,62.0,70.0,25.0,65.0,0.385,2.0,18.0,0.111,10.0,18.0,0.556,14.0,35.0,6.0,9.0,5.0,12.0,25.0,,21.0,56.0,0.375,7.0,27.0,0.259,21.0,30.0,0.7,18.0,43.0,14.0,5.0,2.0,14.0,18.0,Washington
283,20,2018-01-20,@,Colorado,W,72.0,62.0,25.0,59.0,0.424,8.0,19.0,0.42100000000000004,14.0,20.0,0.7,15.0,47.0,6.0,5.0,5.0,12.0,16.0,,23.0,65.0,0.354,6.0,22.0,0.273,10.0,16.0,0.625,10.0,32.0,10.0,6.0,7.0,6.0,16.0,Washington
284,21,2018-01-28,,Washington State,W,80.0,62.0,30.0,56.0,0.536,11.0,25.0,0.44,9.0,15.0,0.6,5.0,28.0,20.0,6.0,4.0,11.0,13.0,,24.0,57.0,0.42100000000000004,6.0,24.0,0.25,8.0,11.0,0.727,7.0,22.0,17.0,5.0,3.0,15.0,18.0,Washington
285,22,2018-02-01,,Arizona State,W,68.0,64.0,24.0,61.0,0.39299999999999996,5.0,17.0,0.294,15.0,18.0,0.833,11.0,34.0,13.0,10.0,4.0,13.0,21.0,,24.0,54.0,0.444,5.0,19.0,0.263,11.0,17.0,0.647,7.0,31.0,14.0,6.0,3.0,15.0,18.0,Washington
286,23,2018-02-03,,Arizona,W,78.0,75.0,30.0,63.0,0.47600000000000003,8.0,14.0,0.5710000000000001,10.0,16.0,0.625,11.0,27.0,7.0,4.0,2.0,9.0,17.0,,31.0,62.0,0.5,2.0,12.0,0.16699999999999998,11.0,15.0,0.733,14.0,34.0,15.0,3.0,7.0,12.0,16.0,Washington
287,24,2018-02-08,@,Oregon,L,40.0,65.0,15.0,54.0,0.278,3.0,17.0,0.17600000000000002,7.0,11.0,0.636,8.0,30.0,6.0,5.0,4.0,16.0,19.0,,25.0,55.0,0.455,5.0,17.0,0.294,10.0,15.0,0.667,7.0,33.0,19.0,5.0,7.0,11.0,14.0,Washington
288,25,2018-02-10,@,Oregon State,L (2 OT),94.0,97.0,33.0,66.0,0.5,8.0,21.0,0.381,20.0,24.0,0.833,9.0,33.0,13.0,10.0,3.0,19.0,15.0,,40.0,72.0,0.556,9.0,19.0,0.474,8.0,16.0,0.5,9.0,33.0,27.0,10.0,5.0,17.0,19.0,Washington
289,26,2018-02-15,,Utah,L,58.0,70.0,21.0,51.0,0.41200000000000003,7.0,20.0,0.35,9.0,14.0,0.643,5.0,23.0,10.0,4.0,3.0,13.0,20.0,,23.0,53.0,0.434,7.0,22.0,0.318,17.0,22.0,0.773,10.0,35.0,18.0,6.0,3.0,10.0,18.0,Washington
290,27,2018-02-17,,Colorado,W,82.0,59.0,30.0,63.0,0.47600000000000003,9.0,21.0,0.429,13.0,14.0,0.929,9.0,31.0,13.0,12.0,7.0,8.0,12.0,,24.0,60.0,0.4,4.0,13.0,0.308,7.0,8.0,0.875,11.0,31.0,10.0,3.0,7.0,18.0,13.0,Washington
291,28,2018-02-22,@,Stanford,L,78.0,94.0,30.0,72.0,0.41700000000000004,6.0,26.0,0.231,12.0,20.0,0.6,10.0,35.0,13.0,8.0,3.0,15.0,26.0,,30.0,57.0,0.526,7.0,17.0,0.41200000000000003,27.0,47.0,0.574,11.0,42.0,21.0,7.0,9.0,16.0,17.0,Washington
292,29,2018-02-24,@,University of California,W,68.0,51.0,21.0,47.0,0.447,7.0,17.0,0.41200000000000003,19.0,24.0,0.792,6.0,29.0,11.0,3.0,4.0,17.0,15.0,,18.0,52.0,0.34600000000000003,4.0,16.0,0.25,11.0,15.0,0.733,7.0,27.0,7.0,10.0,5.0,16.0,23.0,Washington
293,30,2018-03-01,,Oregon State,W,79.0,77.0,24.0,42.0,0.5710000000000001,8.0,16.0,0.5,23.0,30.0,0.767,4.0,15.0,9.0,5.0,4.0,8.0,15.0,,29.0,51.0,0.569,7.0,18.0,0.389,12.0,16.0,0.75,8.0,25.0,12.0,3.0,2.0,12.0,21.0,Washington
294,31,2018-03-03,,Oregon,L,64.0,72.0,22.0,57.0,0.386,5.0,20.0,0.25,15.0,17.0,0.882,9.0,28.0,9.0,8.0,6.0,10.0,19.0,,24.0,58.0,0.414,11.0,23.0,0.478,13.0,15.0,0.867,9.0,33.0,17.0,6.0,6.0,13.0,17.0,Washington
295,32,2018-03-07,N,Oregon State,L (1 OT),66.0,69.0,23.0,60.0,0.38299999999999995,6.0,21.0,0.28600000000000003,14.0,18.0,0.778,4.0,32.0,9.0,5.0,6.0,11.0,26.0,,22.0,56.0,0.39299999999999996,5.0,22.0,0.22699999999999998,20.0,32.0,0.625,7.0,39.0,12.0,4.0,2.0,10.0,19.0,Washington
