,G,Date,Site,Opp,W/L,score_Tm,score_Opp,Tm_FG,Tm_FGA,Tm_FG%,Tm_3P,Tm_3PA,Tm_3P%,Tm_FT,Tm_FTA,Tm_FT%,Tm_ORB,Tm_TRB,Tm_AST,Tm_STL,Tm_BLK,Tm_TOV,Tm_PF,blank,opp_FG,opp_FGA,opp_FG%,opp_3P,opp_3PA,opp_3P%,opp_FT,opp_FTA,opp_FT%,opp_ORB,opp_TRB,opp_AST,opp_STL,opp_BLK,opp_TOV,opp_PF,Team
10813,9,2017-12-06,,Middle Tennessee,L,63.0,66.0,20.0,54.0,0.37,8.0,27.0,0.29600000000000004,15.0,19.0,0.789,11.0,33.0,11.0,3.0,5.0,7.0,19.0,,24.0,56.0,0.429,3.0,14.0,0.214,15.0,23.0,0.652,12.0,36.0,13.0,3.0,1.0,5.0,18.0,Vanderbilt
10814,10,2017-12-17,@,Arizona State,L,64.0,76.0,23.0,68.0,0.33799999999999997,4.0,31.0,0.129,14.0,19.0,0.737,10.0,29.0,10.0,7.0,2.0,11.0,22.0,,25.0,57.0,0.439,5.0,23.0,0.217,21.0,28.0,0.75,14.0,42.0,7.0,4.0,5.0,19.0,20.0,Vanderbilt
10815,11,2017-12-20,,Houston Baptist,W,81.0,48.0,26.0,58.0,0.44799999999999995,12.0,30.0,0.4,17.0,23.0,0.7390000000000001,9.0,40.0,20.0,6.0,8.0,14.0,23.0,,16.0,61.0,0.262,1.0,18.0,0.055999999999999994,15.0,26.0,0.5770000000000001,14.0,34.0,5.0,6.0,3.0,13.0,18.0,Vanderbilt
10816,12,2017-12-22,,Alcorn State,W,92.0,51.0,32.0,60.0,0.5329999999999999,17.0,35.0,0.486,11.0,14.0,0.7859999999999999,8.0,31.0,23.0,12.0,5.0,6.0,18.0,,17.0,51.0,0.33299999999999996,6.0,19.0,0.316,11.0,13.0,0.846,4.0,23.0,7.0,1.0,0.0,13.0,12.0,Vanderbilt
10817,13,2017-12-30,@,Florida,L,74.0,81.0,26.0,62.0,0.419,12.0,31.0,0.387,10.0,14.0,0.7140000000000001,8.0,31.0,14.0,1.0,3.0,9.0,24.0,,23.0,54.0,0.426,8.0,19.0,0.42100000000000004,27.0,30.0,0.9,7.0,34.0,7.0,4.0,10.0,5.0,15.0,Vanderbilt
10818,14,2018-01-02,,Alabama,W,76.0,75.0,23.0,54.0,0.426,10.0,25.0,0.4,20.0,26.0,0.769,6.0,28.0,12.0,7.0,5.0,12.0,15.0,,26.0,52.0,0.5,4.0,11.0,0.364,19.0,22.0,0.8640000000000001,4.0,28.0,13.0,10.0,8.0,10.0,17.0,Vanderbilt
10819,15,2018-01-06,@,South Carolina,L,60.0,71.0,19.0,54.0,0.35200000000000004,8.0,29.0,0.276,14.0,20.0,0.7,9.0,33.0,10.0,7.0,4.0,19.0,31.0,,21.0,54.0,0.389,4.0,14.0,0.28600000000000003,25.0,39.0,0.6409999999999999,8.0,36.0,8.0,7.0,4.0,12.0,17.0,Vanderbilt
10820,16,2018-01-09,,Tennessee,L,84.0,92.0,29.0,56.0,0.518,11.0,26.0,0.423,15.0,22.0,0.682,8.0,23.0,14.0,3.0,2.0,8.0,23.0,,30.0,53.0,0.5660000000000001,7.0,13.0,0.5379999999999999,25.0,28.0,0.893,7.0,27.0,13.0,3.0,4.0,7.0,22.0,Vanderbilt
10821,17,2018-01-13,,Kentucky,L,67.0,74.0,21.0,55.0,0.382,6.0,25.0,0.24,19.0,27.0,0.7040000000000001,11.0,29.0,11.0,6.0,4.0,6.0,23.0,,23.0,43.0,0.535,3.0,10.0,0.3,25.0,37.0,0.6759999999999999,8.0,33.0,11.0,3.0,7.0,11.0,19.0,Vanderbilt
10822,18,2018-01-16,@,Mississippi State,L,62.0,80.0,26.0,53.0,0.491,4.0,20.0,0.2,6.0,9.0,0.667,1.0,26.0,14.0,2.0,3.0,10.0,15.0,,31.0,64.0,0.484,8.0,20.0,0.4,10.0,15.0,0.667,11.0,35.0,20.0,8.0,5.0,4.0,11.0,Vanderbilt
10823,19,2018-01-20,,LSU,W,77.0,71.0,25.0,49.0,0.51,7.0,19.0,0.368,20.0,30.0,0.667,6.0,32.0,10.0,3.0,4.0,12.0,20.0,,27.0,62.0,0.435,4.0,19.0,0.21100000000000002,13.0,21.0,0.619,12.0,34.0,7.0,5.0,4.0,11.0,24.0,Vanderbilt
10824,20,2018-01-23,@,Tennessee,L,62.0,67.0,23.0,57.0,0.40399999999999997,5.0,24.0,0.20800000000000002,11.0,14.0,0.7859999999999999,11.0,32.0,9.0,3.0,3.0,7.0,24.0,,19.0,44.0,0.43200000000000005,7.0,13.0,0.5379999999999999,22.0,32.0,0.688,7.0,29.0,15.0,3.0,3.0,9.0,16.0,Vanderbilt
10825,21,2018-01-27,,Texas Christian,W,81.0,78.0,31.0,59.0,0.525,11.0,25.0,0.44,8.0,9.0,0.889,6.0,18.0,13.0,6.0,2.0,7.0,11.0,,35.0,63.0,0.556,8.0,23.0,0.348,0.0,0.0,,12.0,33.0,18.0,5.0,3.0,12.0,10.0,Vanderbilt
10826,22,2018-01-30,@,Kentucky,L (1 OT),81.0,83.0,28.0,59.0,0.475,9.0,25.0,0.36,16.0,23.0,0.696,8.0,35.0,14.0,3.0,3.0,13.0,23.0,,29.0,64.0,0.45299999999999996,5.0,14.0,0.35700000000000004,20.0,27.0,0.741,9.0,33.0,7.0,6.0,4.0,9.0,22.0,Vanderbilt
10827,23,2018-02-03,@,Auburn,L,81.0,93.0,28.0,53.0,0.528,10.0,19.0,0.526,15.0,19.0,0.789,4.0,26.0,14.0,6.0,1.0,16.0,18.0,,32.0,57.0,0.561,17.0,26.0,0.654,12.0,17.0,0.706,3.0,22.0,18.0,8.0,4.0,12.0,18.0,Vanderbilt
10828,24,2018-02-07,,Georgia,W,81.0,66.0,27.0,49.0,0.551,11.0,24.0,0.45799999999999996,16.0,16.0,1.0,4.0,27.0,10.0,6.0,2.0,15.0,19.0,,26.0,60.0,0.433,2.0,9.0,0.222,12.0,19.0,0.632,12.0,25.0,11.0,7.0,2.0,10.0,16.0,Vanderbilt
10829,25,2018-02-10,@,Arkansas,L,54.0,72.0,14.0,56.0,0.25,3.0,26.0,0.115,23.0,29.0,0.7929999999999999,8.0,34.0,4.0,5.0,4.0,12.0,16.0,,27.0,58.0,0.466,9.0,17.0,0.529,9.0,16.0,0.563,6.0,38.0,13.0,6.0,9.0,15.0,22.0,Vanderbilt
10830,26,2018-02-14,,Mississippi State,W,81.0,80.0,28.0,56.0,0.5,14.0,27.0,0.519,11.0,17.0,0.647,11.0,28.0,16.0,5.0,5.0,10.0,13.0,,31.0,53.0,0.585,10.0,17.0,0.588,8.0,11.0,0.727,5.0,19.0,18.0,4.0,5.0,10.0,14.0,Vanderbilt
10831,27,2018-02-17,,Florida,W,71.0,68.0,20.0,41.0,0.488,9.0,22.0,0.409,22.0,24.0,0.917,5.0,29.0,11.0,1.0,3.0,11.0,16.0,,27.0,63.0,0.429,7.0,19.0,0.368,7.0,11.0,0.636,13.0,29.0,14.0,5.0,4.0,2.0,16.0,Vanderbilt
10832,28,2018-02-20,@,LSU,L,78.0,88.0,28.0,64.0,0.43799999999999994,14.0,39.0,0.359,8.0,11.0,0.727,10.0,23.0,10.0,3.0,1.0,7.0,22.0,,30.0,48.0,0.625,9.0,19.0,0.474,19.0,26.0,0.731,2.0,28.0,18.0,6.0,2.0,6.0,17.0,Vanderbilt
10833,29,2018-02-24,,Texas A&M,L,81.0,89.0,29.0,64.0,0.45299999999999996,14.0,29.0,0.483,9.0,13.0,0.6920000000000001,9.0,29.0,15.0,7.0,3.0,11.0,26.0,,30.0,51.0,0.588,8.0,15.0,0.5329999999999999,21.0,32.0,0.6559999999999999,7.0,32.0,12.0,3.0,5.0,9.0,16.0,Vanderbilt
10834,30,2018-02-27,,Missouri,L,66.0,74.0,24.0,56.0,0.429,13.0,30.0,0.433,5.0,10.0,0.5,8.0,26.0,11.0,7.0,1.0,12.0,18.0,,26.0,45.0,0.578,12.0,22.0,0.545,10.0,14.0,0.7140000000000001,2.0,26.0,15.0,6.0,3.0,13.0,11.0,Vanderbilt
10835,31,2018-03-03,@,Ole Miss,W,82.0,69.0,29.0,55.0,0.527,12.0,24.0,0.5,12.0,15.0,0.8,4.0,31.0,18.0,6.0,8.0,11.0,21.0,,26.0,61.0,0.426,2.0,12.0,0.16699999999999998,15.0,19.0,0.789,4.0,23.0,16.0,4.0,7.0,9.0,16.0,Vanderbilt
10836,32,2018-03-07,N,Georgia,L,62.0,78.0,23.0,57.0,0.40399999999999997,8.0,23.0,0.348,8.0,11.0,0.727,3.0,25.0,11.0,3.0,2.0,11.0,16.0,,29.0,64.0,0.45299999999999996,6.0,20.0,0.3,14.0,20.0,0.7,14.0,38.0,15.0,4.0,6.0,5.0,12.0,Vanderbilt
10838,1,2017-11-12,@,Kentucky,L,69.0,73.0,26.0,58.0,0.44799999999999995,10.0,29.0,0.345,7.0,13.0,0.5379999999999999,5.0,24.0,14.0,1.0,1.0,7.0,18.0,,26.0,56.0,0.46399999999999997,3.0,9.0,0.33299999999999996,18.0,23.0,0.7829999999999999,8.0,35.0,15.0,3.0,4.0,9.0,17.0,Vermont
10839,2,2017-11-17,N,Bradley,W,65.0,64.0,22.0,57.0,0.386,6.0,24.0,0.25,15.0,22.0,0.682,8.0,28.0,15.0,2.0,2.0,11.0,18.0,,25.0,55.0,0.455,6.0,14.0,0.429,8.0,13.0,0.615,8.0,37.0,9.0,5.0,4.0,19.0,25.0,Vermont
10840,3,2017-11-18,N,Coastal Carolina,W,80.0,67.0,25.0,49.0,0.51,10.0,25.0,0.4,20.0,27.0,0.741,5.0,28.0,17.0,2.0,1.0,11.0,15.0,,25.0,58.0,0.431,6.0,18.0,0.33299999999999996,11.0,12.0,0.917,6.0,25.0,11.0,5.0,0.0,11.0,24.0,Vermont
10841,4,2017-11-19,N,Northern Kentucky,W,66.0,64.0,26.0,54.0,0.48100000000000004,5.0,11.0,0.455,9.0,12.0,0.75,8.0,34.0,7.0,4.0,4.0,18.0,11.0,,25.0,54.0,0.46299999999999997,6.0,22.0,0.273,8.0,9.0,0.889,2.0,19.0,15.0,10.0,3.0,11.0,17.0,Vermont
10842,5,2017-11-22,,Maine-Fort Kent,W,90.0,54.0,29.0,64.0,0.45299999999999996,12.0,28.0,0.429,20.0,26.0,0.769,12.0,48.0,19.0,6.0,5.0,14.0,13.0,,22.0,62.0,0.355,2.0,15.0,0.133,8.0,12.0,0.667,4.0,29.0,8.0,9.0,1.0,14.0,20.0,Vermont
10843,6,2017-11-25,@,Yale,W,79.0,73.0,27.0,57.0,0.474,7.0,17.0,0.41200000000000003,18.0,26.0,0.6920000000000001,7.0,29.0,19.0,4.0,2.0,9.0,15.0,,26.0,56.0,0.46399999999999997,10.0,31.0,0.32299999999999995,11.0,17.0,0.647,2.0,25.0,17.0,7.0,3.0,14.0,25.0,Vermont
10844,7,2017-11-29,@,Richmond,W,71.0,65.0,26.0,49.0,0.531,8.0,21.0,0.381,11.0,16.0,0.688,3.0,34.0,18.0,1.0,3.0,14.0,11.0,,24.0,58.0,0.414,9.0,23.0,0.391,8.0,14.0,0.5710000000000001,3.0,27.0,13.0,7.0,1.0,8.0,18.0,Vermont
10845,8,2017-12-02,@,Bucknell,L,77.0,81.0,26.0,54.0,0.48100000000000004,6.0,15.0,0.4,19.0,26.0,0.731,8.0,26.0,5.0,3.0,3.0,11.0,21.0,,27.0,52.0,0.519,11.0,24.0,0.45799999999999996,16.0,23.0,0.696,7.0,29.0,18.0,4.0,3.0,12.0,22.0,Vermont
10846,9,2017-12-05,@,Marquette,L,81.0,91.0,28.0,59.0,0.475,13.0,29.0,0.44799999999999995,12.0,16.0,0.75,9.0,28.0,19.0,5.0,0.0,13.0,16.0,,33.0,60.0,0.55,12.0,27.0,0.444,13.0,16.0,0.813,7.0,28.0,25.0,6.0,5.0,10.0,17.0,Vermont
10847,10,2017-12-09,@,Northeastern,L,67.0,71.0,21.0,45.0,0.467,5.0,14.0,0.35700000000000004,20.0,24.0,0.833,5.0,25.0,10.0,0.0,3.0,13.0,21.0,,22.0,46.0,0.478,10.0,22.0,0.455,17.0,24.0,0.708,6.0,24.0,16.0,11.0,2.0,8.0,21.0,Vermont
10848,11,2017-12-11,,Siena,W,81.0,57.0,26.0,51.0,0.51,8.0,17.0,0.47100000000000003,21.0,27.0,0.778,6.0,34.0,19.0,8.0,4.0,8.0,16.0,,22.0,59.0,0.373,6.0,21.0,0.28600000000000003,7.0,9.0,0.778,7.0,28.0,6.0,3.0,3.0,12.0,20.0,Vermont
10849,12,2017-12-16,N,St. Bonaventure,L,79.0,81.0,24.0,51.0,0.47100000000000003,10.0,21.0,0.47600000000000003,21.0,25.0,0.84,10.0,25.0,18.0,4.0,2.0,10.0,17.0,,29.0,48.0,0.604,8.0,12.0,0.667,15.0,19.0,0.789,5.0,19.0,19.0,2.0,6.0,12.0,20.0,Vermont
10850,13,2017-12-21,,Quinnipiac,W,80.0,73.0,30.0,52.0,0.5770000000000001,9.0,21.0,0.429,11.0,15.0,0.733,7.0,28.0,13.0,1.0,2.0,7.0,16.0,,26.0,56.0,0.46399999999999997,13.0,32.0,0.406,8.0,15.0,0.5329999999999999,6.0,22.0,15.0,3.0,1.0,6.0,18.0,Vermont
10851,14,2018-01-02,@,Harvard,W,62.0,56.0,22.0,50.0,0.44,10.0,18.0,0.556,8.0,10.0,0.8,6.0,24.0,14.0,5.0,0.0,11.0,9.0,,22.0,49.0,0.449,8.0,22.0,0.364,4.0,4.0,1.0,7.0,29.0,11.0,4.0,5.0,15.0,14.0,Vermont
10852,15,2018-01-04,@,UMass-Lowell,W,88.0,77.0,30.0,51.0,0.588,10.0,20.0,0.5,18.0,24.0,0.75,8.0,31.0,12.0,4.0,3.0,13.0,13.0,,30.0,57.0,0.526,5.0,19.0,0.263,12.0,16.0,0.75,5.0,17.0,11.0,9.0,3.0,8.0,18.0,Vermont
10853,16,2018-01-06,,UMBC,W,71.0,56.0,26.0,56.0,0.46399999999999997,6.0,18.0,0.33299999999999996,13.0,20.0,0.65,11.0,40.0,11.0,6.0,4.0,10.0,15.0,,20.0,55.0,0.364,11.0,31.0,0.355,5.0,7.0,0.7140000000000001,6.0,25.0,15.0,4.0,5.0,10.0,17.0,Vermont
10854,17,2018-01-10,@,Dartmouth,W,91.0,78.0,35.0,62.0,0.565,7.0,19.0,0.368,14.0,18.0,0.778,4.0,24.0,9.0,5.0,0.0,5.0,17.0,,28.0,48.0,0.583,11.0,20.0,0.55,11.0,17.0,0.647,3.0,23.0,17.0,2.0,3.0,15.0,19.0,Vermont
10855,18,2018-01-13,,Stony Brook,W,73.0,62.0,23.0,41.0,0.561,10.0,22.0,0.455,17.0,32.0,0.531,6.0,27.0,11.0,5.0,4.0,7.0,17.0,,26.0,57.0,0.456,6.0,24.0,0.25,4.0,8.0,0.5,13.0,32.0,10.0,2.0,2.0,10.0,25.0,Vermont
10856,19,2018-01-15,,Maine,W,83.0,62.0,27.0,51.0,0.529,8.0,18.0,0.444,21.0,28.0,0.75,5.0,29.0,16.0,2.0,1.0,6.0,12.0,,22.0,55.0,0.4,8.0,27.0,0.29600000000000004,10.0,15.0,0.667,10.0,31.0,5.0,4.0,4.0,9.0,22.0,Vermont
10857,20,2018-01-18,@,New Hampshire,W,67.0,56.0,22.0,45.0,0.489,7.0,17.0,0.41200000000000003,16.0,20.0,0.8,4.0,24.0,5.0,4.0,4.0,10.0,16.0,,21.0,52.0,0.40399999999999997,5.0,21.0,0.23800000000000002,9.0,10.0,0.9,7.0,28.0,8.0,6.0,3.0,11.0,14.0,Vermont
10858,21,2018-01-21,@,Hartford,W,76.0,53.0,23.0,48.0,0.479,8.0,18.0,0.444,22.0,32.0,0.688,5.0,30.0,15.0,6.0,4.0,9.0,14.0,,20.0,54.0,0.37,6.0,22.0,0.273,7.0,7.0,1.0,4.0,26.0,10.0,5.0,1.0,13.0,25.0,Vermont
10859,22,2018-01-24,,Albany (NY),W,61.0,50.0,22.0,51.0,0.431,6.0,16.0,0.375,11.0,16.0,0.688,9.0,32.0,9.0,3.0,6.0,10.0,14.0,,20.0,51.0,0.392,1.0,11.0,0.091,9.0,12.0,0.75,7.0,26.0,3.0,2.0,6.0,11.0,17.0,Vermont
10860,23,2018-01-31,@,Binghamton,W,68.0,54.0,28.0,66.0,0.424,5.0,20.0,0.25,7.0,10.0,0.7,13.0,37.0,15.0,5.0,4.0,10.0,13.0,,18.0,49.0,0.36700000000000005,7.0,19.0,0.368,11.0,17.0,0.647,7.0,29.0,8.0,5.0,4.0,14.0,17.0,Vermont
10861,24,2018-02-03,@,UMBC,W,81.0,53.0,29.0,44.0,0.659,8.0,17.0,0.47100000000000003,15.0,18.0,0.833,2.0,28.0,19.0,6.0,0.0,13.0,20.0,,18.0,50.0,0.36,6.0,22.0,0.273,11.0,18.0,0.611,6.0,18.0,9.0,7.0,3.0,10.0,18.0,Vermont
10862,25,2018-02-08,@,Albany (NY),W,72.0,67.0,24.0,52.0,0.462,4.0,12.0,0.33299999999999996,20.0,20.0,1.0,6.0,27.0,15.0,0.0,4.0,8.0,14.0,,27.0,61.0,0.44299999999999995,5.0,15.0,0.33299999999999996,8.0,11.0,0.727,9.0,29.0,19.0,4.0,3.0,6.0,19.0,Vermont
10863,26,2018-02-11,,UMass-Lowell,W,81.0,69.0,28.0,45.0,0.622,6.0,11.0,0.545,19.0,25.0,0.76,6.0,29.0,11.0,9.0,5.0,18.0,21.0,,22.0,51.0,0.431,8.0,22.0,0.364,17.0,22.0,0.773,5.0,17.0,9.0,10.0,2.0,13.0,23.0,Vermont
10864,27,2018-02-15,,New Hampshire,W,71.0,58.0,21.0,49.0,0.429,9.0,26.0,0.34600000000000003,20.0,25.0,0.8,6.0,42.0,12.0,2.0,0.0,12.0,17.0,,20.0,61.0,0.32799999999999996,7.0,30.0,0.233,11.0,18.0,0.611,6.0,30.0,6.0,5.0,1.0,6.0,22.0,Vermont
10865,28,2018-02-18,,Hartford,L,68.0,69.0,22.0,48.0,0.45799999999999996,6.0,18.0,0.33299999999999996,18.0,21.0,0.857,5.0,25.0,13.0,5.0,3.0,10.0,16.0,,26.0,52.0,0.5,6.0,18.0,0.33299999999999996,11.0,15.0,0.733,4.0,26.0,11.0,7.0,5.0,6.0,20.0,Vermont
10866,29,2018-02-21,,Binghamton,W,75.0,54.0,29.0,55.0,0.527,8.0,18.0,0.444,9.0,14.0,0.643,5.0,30.0,15.0,3.0,4.0,9.0,9.0,,22.0,58.0,0.379,6.0,19.0,0.316,4.0,7.0,0.5710000000000001,7.0,28.0,7.0,5.0,4.0,9.0,16.0,Vermont
10867,30,2018-02-24,@,Stony Brook,W,69.0,60.0,20.0,40.0,0.5,5.0,11.0,0.455,24.0,30.0,0.8,6.0,36.0,9.0,3.0,0.0,17.0,18.0,,20.0,54.0,0.37,4.0,15.0,0.267,16.0,19.0,0.8420000000000001,5.0,21.0,9.0,10.0,2.0,6.0,22.0,Vermont
10868,31,2018-02-27,@,Maine,W,74.0,62.0,24.0,51.0,0.47100000000000003,8.0,20.0,0.4,18.0,22.0,0.818,6.0,35.0,14.0,4.0,3.0,14.0,14.0,,25.0,65.0,0.385,5.0,17.0,0.294,7.0,12.0,0.583,12.0,33.0,14.0,6.0,3.0,13.0,19.0,Vermont
10869,32,2018-03-03,,Maine,W,75.0,60.0,26.0,59.0,0.441,6.0,21.0,0.28600000000000003,17.0,21.0,0.81,8.0,34.0,15.0,5.0,3.0,11.0,9.0,,23.0,56.0,0.41100000000000003,8.0,20.0,0.4,6.0,7.0,0.857,3.0,25.0,10.0,7.0,5.0,15.0,23.0,Vermont
10870,33,2018-03-06,,Stony Brook,W,70.0,51.0,17.0,45.0,0.37799999999999995,7.0,17.0,0.41200000000000003,29.0,37.0,0.784,5.0,33.0,11.0,5.0,3.0,6.0,15.0,,19.0,57.0,0.33299999999999996,3.0,19.0,0.158,10.0,14.0,0.7140000000000001,11.0,38.0,4.0,3.0,3.0,14.0,29.0,Vermont
10871,34,2018-03-10,,UMBC,L,62.0,65.0,18.0,38.0,0.474,5.0,9.0,0.556,21.0,27.0,0.778,3.0,32.0,8.0,2.0,2.0,12.0,13.0,,25.0,56.0,0.446,10.0,22.0,0.455,5.0,10.0,0.5,3.0,21.0,13.0,7.0,3.0,4.0,19.0,Vermont
10873,1,2017-11-10,,Grambling,W,94.0,65.0,34.0,75.0,0.45299999999999996,15.0,34.0,0.441,11.0,15.0,0.733,13.0,44.0,17.0,5.0,4.0,11.0,23.0,,22.0,58.0,0.379,2.0,13.0,0.154,19.0,30.0,0.633,5.0,32.0,7.0,5.0,3.0,11.0,17.0,Villanova NCAA
10874,2,2017-11-13,,North Florida,W,95.0,85.0,37.0,72.0,0.514,5.0,16.0,0.313,16.0,24.0,0.667,13.0,36.0,26.0,10.0,6.0,9.0,11.0,,32.0,77.0,0.41600000000000004,17.0,40.0,0.425,4.0,4.0,1.0,16.0,41.0,22.0,5.0,4.0,16.0,13.0,Villanova NCAA
10875,3,2017-11-17,,Virginia,L,67.0,76.0,26.0,57.0,0.456,9.0,25.0,0.36,6.0,9.0,0.667,9.0,32.0,12.0,4.0,4.0,12.0,13.0,,31.0,61.0,0.508,10.0,23.0,0.435,4.0,5.0,0.8,5.0,25.0,16.0,8.0,1.0,5.0,15.0,Villanova NCAA
10876,4,2017-11-20,N,Marquette,L,83.0,94.0,30.0,68.0,0.441,10.0,26.0,0.385,13.0,19.0,0.684,9.0,28.0,13.0,7.0,2.0,15.0,19.0,,34.0,66.0,0.515,13.0,36.0,0.361,13.0,17.0,0.765,15.0,39.0,18.0,6.0,7.0,17.0,18.0,Villanova NCAA
10877,5,2017-11-21,N,University of California,W,83.0,69.0,31.0,62.0,0.5,12.0,29.0,0.414,9.0,13.0,0.6920000000000001,9.0,34.0,14.0,7.0,6.0,18.0,20.0,,26.0,60.0,0.433,4.0,15.0,0.267,13.0,20.0,0.65,8.0,32.0,9.0,12.0,6.0,17.0,15.0,Villanova NCAA
10878,6,2017-11-22,N,Michigan,L,60.0,68.0,25.0,56.0,0.446,3.0,11.0,0.273,7.0,11.0,0.636,6.0,31.0,6.0,6.0,2.0,9.0,20.0,,25.0,53.0,0.47200000000000003,5.0,20.0,0.25,13.0,22.0,0.591,7.0,32.0,10.0,6.0,4.0,10.0,14.0,Villanova NCAA
10879,7,2017-11-28,,Appalachian State,W,85.0,72.0,29.0,59.0,0.49200000000000005,10.0,20.0,0.5,17.0,26.0,0.654,7.0,30.0,18.0,11.0,4.0,10.0,20.0,,28.0,61.0,0.45899999999999996,6.0,25.0,0.24,10.0,18.0,0.556,12.0,37.0,12.0,5.0,0.0,17.0,24.0,Villanova NCAA
10880,8,2017-12-02,,Old Dominion,W,82.0,75.0,26.0,53.0,0.491,10.0,19.0,0.526,20.0,25.0,0.8,7.0,33.0,17.0,4.0,2.0,16.0,9.0,,32.0,64.0,0.5,5.0,12.0,0.41700000000000004,6.0,7.0,0.857,5.0,25.0,16.0,11.0,4.0,11.0,19.0,Villanova NCAA
10881,9,2017-12-05,,Texas,L,67.0,71.0,24.0,60.0,0.4,7.0,25.0,0.28,12.0,18.0,0.667,12.0,35.0,13.0,4.0,0.0,11.0,21.0,,26.0,51.0,0.51,7.0,16.0,0.43799999999999994,12.0,22.0,0.545,9.0,30.0,14.0,5.0,6.0,11.0,16.0,Villanova NCAA
10882,10,2017-12-09,@,Seton Hall,L,67.0,90.0,25.0,65.0,0.385,6.0,22.0,0.273,11.0,19.0,0.579,13.0,32.0,13.0,6.0,3.0,14.0,16.0,,35.0,64.0,0.547,5.0,14.0,0.35700000000000004,15.0,18.0,0.833,9.0,37.0,20.0,6.0,3.0,12.0,20.0,Villanova NCAA
10883,11,2017-12-16,,Bucknell,W,85.0,79.0,29.0,61.0,0.475,7.0,18.0,0.389,20.0,23.0,0.87,8.0,28.0,14.0,8.0,0.0,11.0,19.0,,29.0,58.0,0.5,8.0,26.0,0.308,13.0,16.0,0.813,9.0,32.0,13.0,5.0,2.0,17.0,19.0,Villanova NCAA
10884,12,2017-12-19,,Winthrop,W,69.0,55.0,23.0,58.0,0.397,10.0,28.0,0.35700000000000004,13.0,18.0,0.722,9.0,42.0,15.0,6.0,2.0,14.0,19.0,,20.0,59.0,0.33899999999999997,3.0,25.0,0.12,12.0,23.0,0.522,11.0,38.0,10.0,6.0,4.0,15.0,20.0,Villanova NCAA
10885,13,2017-12-22,,Virginia Military Institute,W,75.0,65.0,27.0,57.0,0.474,9.0,27.0,0.33299999999999996,12.0,15.0,0.8,10.0,35.0,21.0,9.0,5.0,17.0,14.0,,22.0,62.0,0.355,9.0,21.0,0.429,12.0,13.0,0.9229999999999999,12.0,32.0,17.0,8.0,1.0,17.0,12.0,Villanova NCAA
10886,14,2017-12-30,,Fordham,W,76.0,63.0,28.0,56.0,0.5,9.0,22.0,0.409,11.0,18.0,0.611,11.0,35.0,20.0,11.0,4.0,13.0,11.0,,24.0,52.0,0.462,9.0,24.0,0.375,6.0,12.0,0.5,5.0,22.0,13.0,12.0,1.0,13.0,12.0,Villanova NCAA
10887,15,2018-01-03,@,St. Joseph's,L (1 OT),81.0,87.0,35.0,77.0,0.455,6.0,29.0,0.207,5.0,7.0,0.7140000000000001,10.0,41.0,12.0,6.0,4.0,20.0,25.0,,26.0,69.0,0.377,6.0,21.0,0.28600000000000003,29.0,38.0,0.763,9.0,35.0,15.0,8.0,3.0,8.0,12.0,Villanova NCAA
10888,16,2018-01-06,@,La Salle,W,80.0,74.0,25.0,59.0,0.424,11.0,28.0,0.39299999999999996,19.0,22.0,0.8640000000000001,8.0,33.0,9.0,7.0,0.0,15.0,22.0,,25.0,61.0,0.41,9.0,22.0,0.409,15.0,23.0,0.652,10.0,33.0,9.0,6.0,1.0,14.0,21.0,Villanova NCAA
10889,17,2018-01-09,,Duquesne,W,78.0,67.0,25.0,56.0,0.446,7.0,18.0,0.389,21.0,29.0,0.7240000000000001,13.0,47.0,14.0,4.0,2.0,12.0,15.0,,25.0,65.0,0.385,11.0,31.0,0.355,6.0,14.0,0.429,10.0,30.0,10.0,4.0,4.0,7.0,23.0,Villanova NCAA
10890,18,2018-01-12,@,Dayton,L,79.0,106.0,29.0,60.0,0.483,8.0,21.0,0.381,13.0,16.0,0.813,5.0,25.0,17.0,7.0,0.0,15.0,17.0,,39.0,62.0,0.629,17.0,32.0,0.531,11.0,14.0,0.7859999999999999,6.0,32.0,34.0,5.0,1.0,10.0,14.0,Villanova NCAA
10891,19,2018-01-17,,Richmond,L,52.0,67.0,21.0,61.0,0.344,4.0,23.0,0.174,6.0,8.0,0.75,4.0,25.0,7.0,8.0,1.0,9.0,10.0,,29.0,54.0,0.537,7.0,17.0,0.41200000000000003,2.0,4.0,0.5,5.0,36.0,17.0,6.0,2.0,14.0,16.0,Villanova NCAA
10892,20,2018-01-20,,George Washington,W,87.0,63.0,32.0,58.0,0.552,7.0,19.0,0.368,16.0,18.0,0.889,11.0,32.0,20.0,7.0,0.0,12.0,15.0,,22.0,49.0,0.449,7.0,20.0,0.35,12.0,16.0,0.75,6.0,20.0,15.0,8.0,3.0,15.0,20.0,Villanova NCAA
10893,21,2018-01-23,@,Saint Louis,W (1 OT),75.0,74.0,29.0,62.0,0.46799999999999997,5.0,18.0,0.278,12.0,19.0,0.632,8.0,29.0,18.0,6.0,1.0,11.0,21.0,,25.0,62.0,0.40299999999999997,3.0,16.0,0.188,21.0,29.0,0.7240000000000001,15.0,43.0,9.0,5.0,6.0,15.0,19.0,Villanova NCAA
